responder_id,birth_year,gender,industry_desc,occupation_desc,manage_others,household,years_at_job,metro_or_regional
2619,1988,Female,Other,Other,No,Couple with dependent children,More than 5 years,Regional
2620,1969,Female,"Professional, Scientific and Technical",Other,Yes,Other one family household,Between 1 and 5 years,Metro
2621,1974,Female,Other,Other,No,Couple with dependent children,More than 5 years,Metro
2622,1966,Female,Health Care and Social Assistance,Other,No,Couple with no dependent children,More than 5 years,Metro
2623,1985,Male,Information Media and Telecommunications,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
2624,1998,Male,Other,Other,Yes,One parent family with dependent children,Between 6 and 12 months,Regional
2625,1963,Female,Information Media and Telecommunications,Other,No,Single person,Between 1 and 5 years,Metro
2626,1994,Female,Other Services,Managers - Specialist Managers,Yes,Couple with no dependent children,More than 5 years,Metro
2627,1971,Female,Health Care and Social Assistance,Managers - Specialist Managers,No,Couple with no dependent children,More than 5 years,Metro
2628,1987,Female,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 6 and 12 months,Metro
2629,1976,Female,Other,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
2630,1991,Male,Other,Managers - Specialist Managers,Yes,Single person,More than 5 years,Metro
2631,1998,Male,Information Media and Telecommunications,Other,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2632,1980,Female,Other,Managers - Specialist Managers,No,Couple with dependent children,More than 5 years,Metro
2633,1989,Female,Other,Other,No,Couple with no dependent children,Between 1 and 5 years,Regional
2634,1976,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Metro
2635,2000,Female,Education and Training,Professionals - Education Professionals,Yes,Single person,Between 1 and 5 years,Regional
2636,1960,Male,Education and Training,Professionals - Education Professionals,No,Couple with no dependent children,Between 1 and 5 years,Regional
2637,1972,Female,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",No,Couple with dependent children,More than 5 years,Metro
2638,1987,Female,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,Between 1 and 5 years,Metro
2639,1983,Female,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",No,Couple with no dependent children,Between 1 and 5 years,Metro
2640,1960,Female,Retail Trade,Other,No,Couple with no dependent children,More than 5 years,Metro
2641,1966,Female,Health Care and Social Assistance,Other,No,Couple with dependent children,Between 1 and 5 years,Metro
2642,1993,Male,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",No,Single person,Between 1 and 5 years,Metro
2643,1976,Female,Education and Training,Professionals - Education Professionals,No,Couple with dependent children,Between 6 and 12 months,Metro
2644,1995,Male,"Professional, Scientific and Technical",Other,Yes,Couple with no dependent children,More than 5 years,Metro
2645,1983,Male,Financial and Insurance,"Professionals - Design, Engineering, Science and Transport Professionals",Yes,Couple with dependent children,Between 1 and 5 years,Metro
2646,1986,Female,Health Care and Social Assistance,Other,No,One parent family with dependent children,Between 6 and 12 months,Regional
2647,1994,Male,Other,Other,Yes,Couple with no dependent children,More than 5 years,Metro
2648,1992,Male,Other,Other,No,Single person,Between 1 and 5 years,Metro
2649,1960,Female,Health Care and Social Assistance,Other,No,Other one family household,More than 5 years,Metro
2650,1985,Male,Other,Other,No,Couple with no dependent children,Between 1 and 5 years,Metro
2651,1982,Female,Health Care and Social Assistance,Other,No,Group household,Between 1 and 5 years,Metro
2652,1985,Female,Financial and Insurance,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Regional
2653,1970,Female,Education and Training,Professionals - Education Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
2654,1989,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2655,1998,Female,Other Services,Other,Yes,Multiple family household,Between 6 and 12 months,Metro
2656,1994,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with dependent children,More than 5 years,Metro
2657,1972,Female,Education and Training,Managers - Specialist Managers,Yes,One parent family with dependent children,More than 5 years,Metro
2658,1988,Male,Other,Other,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2659,1986,Female,Information Media and Telecommunications,Professionals - ICT Professionals,No,Group household,Between 1 and 5 years,Metro
2660,1989,Male,Other,Managers - Specialist Managers,No,Couple with dependent children,Between 1 and 5 years,Metro
2661,1990,Female,Other,Other,Yes,Couple with dependent children,More than 5 years,Metro
2662,1974,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
2663,1960,Female,Other,Other,Yes,Other one family household,More than 5 years,Metro
2664,1968,Female,Other,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,Between 1 and 5 years,Metro
2665,1987,Male,Financial and Insurance,Other,No,Couple with no dependent children,Between 6 and 12 months,Metro
2666,1965,Female,Education and Training,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,More than 5 years,Metro
2667,1962,Female,Education and Training,Other,No,Single person,More than 5 years,Regional
2668,1970,Female,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Couple with no dependent children,More than 5 years,Metro
2669,1974,Female,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,More than 5 years,Metro
2670,1983,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,No,Couple with dependent children,More than 5 years,Metro
2671,1992,Female,Education and Training,Professionals - Education Professionals,No,Group household,Between 6 and 12 months,Metro
2672,1968,Female,Financial and Insurance,Other,No,Couple with no dependent children,More than 5 years,Metro
2673,1976,Female,Financial and Insurance,Other,No,Couple with no dependent children,Between 1 and 5 years,Metro
2674,1991,Male,Retail Trade,Other,No,Couple with no dependent children,Between 1 and 5 years,Metro
2675,1960,Female,Education and Training,Professionals - Education Professionals,Yes,Single person,More than 5 years,Regional
2676,1987,Female,Information Media and Telecommunications,"Professionals - Design, Engineering, Science and Transport Professionals",No,Couple with dependent children,Between 1 and 5 years,Metro
2677,1964,Female,Other,Managers - Specialist Managers,No,Single person,More than 5 years,Metro
2678,1996,Male,Other,Other,Yes,Couple with dependent children,More than 5 years,Metro
2679,1990,Female,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",Yes,Single person,Between 1 and 5 years,Regional
2680,1993,Female,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Metro
2681,1996,Female,Other,Other,No,Group household,Between 1 and 5 years,Metro
2682,1988,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,Between 1 and 5 years,Metro
2683,2001,Female,Financial and Insurance,"Professionals - Design, Engineering, Science and Transport Professionals",No,Single person,Between 6 and 12 months,Metro
2684,1974,Female,Other,Other,No,One parent family with dependent children,Between 1 and 5 years,Metro
2685,1968,Male,Other Services,Other,No,Couple with no dependent children,Between 1 and 5 years,Metro
2686,1993,Female,Retail Trade,Other,No,Couple with no dependent children,Between 6 and 12 months,Metro
2687,1975,Female,Other,Managers - Specialist Managers,Yes,Other one family household,Between 1 and 5 years,Metro
2688,1988,Female,Education and Training,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
2689,1990,Male,Other,Other,Yes,Single person,Between 1 and 5 years,Metro
2690,1991,Female,Other Services,Other,No,Multiple family household,More than 5 years,Regional
2691,2000,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",No,Couple with dependent children,Between 1 and 5 years,Metro
2692,1988,Female,Financial and Insurance,Other,No,One parent family with dependent children,More than 5 years,Metro
2693,1990,Female,"Professional, Scientific and Technical",Other,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2694,1967,Female,Information Media and Telecommunications,Other,No,Single person,More than 5 years,Regional
2695,1992,Male,Other,Other,No,Group household,Between 1 and 5 years,Metro
2696,1995,Male,Other,Other,Yes,One parent family with dependent children,Between 1 and 5 years,Metro
2697,1990,Female,Health Care and Social Assistance,Other,No,Couple with dependent children,More than 5 years,Metro
2698,1989,Male,Other,Managers - Specialist Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2699,1987,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 6 and 12 months,Metro
2700,1982,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",Yes,One parent family with dependent children,More than 5 years,Metro
2701,1994,Female,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",No,Group household,Between 1 and 5 years,Metro
2702,1988,Female,"Professional, Scientific and Technical",Professionals - ICT Professionals,No,One parent family with dependent children,Between 1 and 5 years,Metro
2703,1959,Female,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Single person,More than 5 years,Regional
2704,1957,Female,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Single person,Between 6 and 12 months,Metro
2705,1992,Male,"Professional, Scientific and Technical",Other,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2706,1958,Female,Education and Training,Professionals - Education Professionals,Yes,Couple with no dependent children,More than 5 years,Metro
2707,1975,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Regional
2708,2000,Female,Education and Training,Managers - Specialist Managers,Yes,One parent family with dependent children,Between 1 and 5 years,Metro
2709,1987,Male,Financial and Insurance,Managers - Specialist Managers,No,Couple with dependent children,Between 1 and 5 years,Metro
2710,1986,Male,Other,"Professionals - Design, Engineering, Science and Transport Professionals",No,Couple with no dependent children,Between 1 and 5 years,Regional
2711,1972,Female,Health Care and Social Assistance,Other,No,Couple with dependent children,Between 1 and 5 years,Metro
2712,1969,Female,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,One parent family with dependent children,More than 5 years,Metro
2713,1988,Male,Other,Other,Yes,Couple with no dependent children,More than 5 years,Metro
2714,1991,Male,Information Media and Telecommunications,Professionals - ICT Professionals,Yes,Couple with no dependent children,More than 5 years,Regional
2715,1987,Male,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Single person,Between 1 and 5 years,Metro
2716,1985,Male,Financial and Insurance,"Professionals - Design, Engineering, Science and Transport Professionals",No,Multiple family household,Between 1 and 5 years,Regional
2717,1976,Female,Health Care and Social Assistance,Other,No,Couple with dependent children,More than 5 years,Regional
2718,1988,Female,Other Services,Other,No,Single person,More than 5 years,Regional
2719,1960,Female,Other,Other,No,Couple with no dependent children,More than 5 years,Regional
2720,1988,Female,"Professional, Scientific and Technical",Other,Yes,Single person,More than 5 years,Regional
2721,1990,Female,Retail Trade,Other,No,Couple with no dependent children,More than 5 years,Regional
2722,1972,Male,Other,Other,Yes,One parent family with dependent children,Between 6 and 12 months,Regional
2723,1990,Female,Other,Other,Yes,Couple with no dependent children,More than 5 years,Regional
2724,1988,Male,Education and Training,Other,No,Couple with no dependent children,More than 5 years,Regional
2725,1991,Female,Other,"Professionals - Design, Engineering, Science and Transport Professionals",No,Other one family household,Between 1 and 5 years,Regional
2726,1988,Male,Health Care and Social Assistance,Other,No,Couple with dependent children,Between 1 and 5 years,Regional
2727,1959,Female,Education and Training,Other,No,Couple with no dependent children,More than 5 years,Regional
2728,1972,Male,Information Media and Telecommunications,Professionals - ICT Professionals,No,Couple with dependent children,More than 5 years,Regional
2729,1976,Male,Information Media and Telecommunications,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Regional
2730,1972,Male,Information Media and Telecommunications,Other,No,Group household,More than 5 years,Regional
2731,1957,Female,Other Services,Other,No,Multiple family household,More than 5 years,Regional
2732,1957,Female,Other Services,Other,No,Couple with no dependent children,More than 5 years,Regional
2733,1959,Female,Other,Other,Yes,Couple with dependent children,More than 5 years,Regional
2734,1975,Male,Other,"Professionals - Design, Engineering, Science and Transport Professionals",Yes,Couple with dependent children,More than 5 years,Regional
2735,1958,Male,Health Care and Social Assistance,Other,Yes,Single person,Between 1 and 5 years,Regional
2736,1964,Female,Education and Training,Professionals - Education Professionals,No,Couple with no dependent children,More than 5 years,Metro
2737,1962,Male,Other,"Professionals - Design, Engineering, Science and Transport Professionals",No,Couple with no dependent children,Between 1 and 5 years,Regional
2738,1970,Female,Education and Training,Professionals - Education Professionals,No,Multiple family household,More than 5 years,Regional
2739,1963,Male,Other Services,Managers - Specialist Managers,No,Single person,More than 5 years,Regional
2740,1965,Male,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Single person,Between 6 and 12 months,Regional
2741,1961,Male,Other,Other,No,Single person,More than 5 years,Regional
2742,1964,Male,Education and Training,Professionals - Education Professionals,Yes,Couple with no dependent children,More than 5 years,Metro
2743,1960,Male,Education and Training,Professionals - Education Professionals,No,Single person,Between 1 and 5 years,Regional
2744,1961,Male,Information Media and Telecommunications,Professionals - ICT Professionals,No,Couple with dependent children,Between 1 and 5 years,Regional
2745,1992,Male,Other,Other,Yes,Other one family household,Between 1 and 5 years,Regional
2746,1957,Female,Education and Training,Other,No,Couple with no dependent children,More than 5 years,Regional
2747,1966,Male,Retail Trade,Other,No,Single person,More than 5 years,Regional
2748,1961,Male,Other Services,Other,No,Couple with no dependent children,More than 5 years,Regional
2749,1968,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,More than 5 years,Regional
2750,1960,Male,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,More than 5 years,Regional
2751,1958,Female,Education and Training,Managers - Specialist Managers,Yes,Single person,Between 1 and 5 years,Regional
2752,1961,Female,Education and Training,Professionals - Education Professionals,No,Single person,Between 1 and 5 years,Regional
2753,1961,Male,Other,"Professionals - Design, Engineering, Science and Transport Professionals",No,Multiple family household,More than 5 years,Regional
2754,1960,Male,Other,Other,No,Couple with no dependent children,More than 5 years,Regional
2755,1964,Male,Financial and Insurance,Professionals - ICT Professionals,No,Couple with no dependent children,More than 5 years,Regional
2756,1969,Male,Information Media and Telecommunications,Other,Yes,Couple with no dependent children,More than 5 years,Regional
2757,1968,Male,Other Services,Other,No,Couple with dependent children,More than 5 years,Regional
2758,1982,Male,Other,Other,No,Single person,Between 1 and 5 years,Regional
2759,1961,Female,Education and Training,Professionals - Education Professionals,No,Single person,Between 6 and 12 months,Regional
2760,1987,Female,Education and Training,"Professionals - Business, Human Resource and Marketing Professionals",No,Single person,More than 5 years,Regional
2761,1962,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,Between 1 and 5 years,Regional
2762,1971,Female,Other,Other,No,Couple with dependent children,More than 5 years,Regional
2763,1984,Male,Other Services,Professionals - Education Professionals,Yes,Couple with dependent children,More than 5 years,Regional
2764,1959,Female,Education and Training,Professionals - ICT Professionals,No,Couple with no dependent children,Between 1 and 5 years,Regional
2765,1975,Female,Other Services,Other,No,One parent family with dependent children,Between 1 and 5 years,Regional
2766,1958,Male,Health Care and Social Assistance,Other,No,Couple with dependent children,Between 1 and 5 years,Regional
2767,1961,Male,Education and Training,Professionals - Education Professionals,Yes,Couple with dependent children,More than 5 years,Regional
2768,1965,Male,Other,"Managers - Chief Executives, General Managers and Legislators",No,Couple with no dependent children,Between 1 and 5 years,Regional
2769,1958,Female,Other Services,Managers - Specialist Managers,Yes,Other one family household,Between 1 and 5 years,Regional
2770,1971,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",No,Single person,More than 5 years,Regional
2771,1963,Male,Other,"Professionals - Design, Engineering, Science and Transport Professionals",Yes,Couple with dependent children,Between 1 and 5 years,Regional
2772,1988,Male,Financial and Insurance,Other,Yes,One parent family with dependent children,Between 6 and 12 months,Regional
2773,1963,Male,Other Services,Other,No,Single person,More than 5 years,Regional
2774,1977,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,More than 5 years,Regional
2775,1964,Female,Other,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,Between 1 and 5 years,Regional
2776,1972,Male,Other Services,Other,No,Couple with dependent children,More than 5 years,Regional
2777,1983,Female,"Professional, Scientific and Technical",Other,No,Couple with dependent children,More than 5 years,Regional
2778,1971,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Regional
2779,1987,Female,Other,"Professionals - Design, Engineering, Science and Transport Professionals",No,Couple with dependent children,More than 5 years,Regional
2780,1971,Male,Education and Training,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Regional
2781,1958,Male,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",Yes,Single person,Between 1 and 5 years,Regional
2782,1957,Male,Other,Other,No,Single person,More than 5 years,Regional
2783,1959,Male,Other,Other,Yes,Multiple family household,More than 5 years,Regional
2784,1969,Male,Education and Training,Professionals - Education Professionals,No,Couple with no dependent children,More than 5 years,Regional
2785,1998,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,Between 1 and 5 years,Regional
2786,1964,Female,Health Care and Social Assistance,Other,No,Couple with no dependent children,More than 5 years,Regional
2787,1964,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Regional
2788,1995,Male,"Professional, Scientific and Technical",Other,No,Couple with no dependent children,Between 1 and 5 years,Regional
2789,1961,Female,Information Media and Telecommunications,Professionals - ICT Professionals,No,Single person,More than 5 years,Regional
2790,1978,Male,Information Media and Telecommunications,Other,Yes,Couple with dependent children,Between 1 and 5 years,Regional
2791,1978,Male,Information Media and Telecommunications,Other,Yes,Couple with dependent children,Between 1 and 5 years,Regional
2792,1957,Male,Other,Other,No,Couple with no dependent children,More than 5 years,Regional
2793,1959,Male,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",Yes,Couple with no dependent children,Between 1 and 5 years,Regional
2794,1983,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,More than 5 years,Regional
2795,1984,Male,Financial and Insurance,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Regional
2796,1976,Female,Education and Training,Professionals - Education Professionals,No,One parent family with dependent children,More than 5 years,Regional
2797,1990,Female,Other,Other,Yes,Single person,Between 6 and 12 months,Regional
2798,1981,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",No,Single person,Between 1 and 5 years,Regional
2799,1962,Male,Other,Other,No,Single person,More than 5 years,Regional
2800,1986,Male,Financial and Insurance,Other,No,Single person,More than 5 years,Regional
2801,1987,Male,Other,Other,No,Single person,More than 5 years,Regional
2802,1983,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,More than 5 years,Regional
2803,1971,Female,Other,Managers - Specialist Managers,Yes,Single person,More than 5 years,Regional
2804,1965,Female,Education and Training,Other,No,Couple with no dependent children,More than 5 years,Regional
2805,1972,Female,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Single person,Between 6 and 12 months,Regional
2806,1965,Female,Education and Training,Professionals - Education Professionals,No,Couple with no dependent children,More than 5 years,Regional
2807,1971,Female,"Professional, Scientific and Technical",Other,No,Couple with dependent children,Between 1 and 5 years,Regional
2808,1980,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Yes,One parent family with dependent children,Between 6 and 12 months,Regional
2809,1999,Male,Financial and Insurance,Managers - Specialist Managers,Yes,Multiple family household,Between 6 and 12 months,Regional
2810,1957,Female,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,Between 1 and 5 years,Regional
2811,1969,Male,Health Care and Social Assistance,Other,No,One parent family with dependent children,More than 5 years,Regional
2812,1969,Female,Other,Other,No,One parent family with dependent children,More than 5 years,Regional
2813,1970,Female,Other,Other,No,Couple with no dependent children,More than 5 years,Regional
2814,1973,Female,Other,Other,Yes,Couple with no dependent children,More than 5 years,Regional
2815,1975,Male,Health Care and Social Assistance,Other,Yes,Couple with dependent children,More than 5 years,Regional
2816,1979,Female,Other,Other,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
2817,1963,Female,Information Media and Telecommunications,Professionals - ICT Professionals,No,Couple with no dependent children,More than 5 years,Regional
2818,1972,Female,Other,"Professionals - Design, Engineering, Science and Transport Professionals",No,Couple with dependent children,Between 6 and 12 months,Regional
2819,1962,Female,Other Services,Professionals - ICT Professionals,No,Single person,Between 6 and 12 months,Regional
2820,2000,Female,Other,Professionals - Education Professionals,No,Group household,Between 1 and 5 years,Regional
2821,1962,Female,"Professional, Scientific and Technical",Other,No,Couple with no dependent children,More than 5 years,Regional
2822,1968,Male,Retail Trade,Other,No,Single person,Between 1 and 5 years,Regional
2823,1972,Male,Financial and Insurance,Other,Yes,Couple with dependent children,More than 5 years,Regional
2824,1966,Male,Other,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Regional
2825,1962,Male,Other,Managers - Specialist Managers,Yes,Couple with no dependent children,More than 5 years,Regional
2826,1973,Male,Financial and Insurance,Managers - Specialist Managers,No,Couple with no dependent children,Between 1 and 5 years,Regional
2827,1961,Male,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,Between 1 and 5 years,Regional
2828,1960,Male,Information Media and Telecommunications,Professionals - ICT Professionals,No,Couple with no dependent children,More than 5 years,Regional
2829,1964,Male,Other,Other,Yes,Couple with no dependent children,More than 5 years,Regional
2830,1969,Male,Other Services,Other,No,Couple with dependent children,Between 1 and 5 years,Regional
2831,1986,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,More than 5 years,Regional
2832,1970,Male,Financial and Insurance,Managers - Specialist Managers,No,Couple with no dependent children,More than 5 years,Regional
2833,1966,Female,Other,Other,No,Single person,More than 5 years,Regional
2834,1976,Female,Other,Other,Yes,Couple with dependent children,Between 1 and 5 years,Regional
2835,1980,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Regional
2836,1984,Female,Other Services,"Managers - Chief Executives, General Managers and Legislators",Yes,Single person,More than 5 years,Regional
2837,1990,Male,Education and Training,Professionals - Education Professionals,No,Couple with dependent children,More than 5 years,Regional
2838,1972,Male,Other,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Regional
2839,1961,Female,Other,Other,No,Couple with no dependent children,More than 5 years,Regional
2840,1976,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",Yes,Single person,More than 5 years,Regional
2841,1957,Male,Other,Other,No,Single person,More than 5 years,Regional
2842,1968,Female,Health Care and Social Assistance,Other,Yes,One parent family with dependent children,Between 1 and 5 years,Regional
2843,1975,Female,Retail Trade,Other,Yes,Single person,More than 5 years,Regional
2844,1989,Female,Other,Other,No,Group household,More than 5 years,Metro
2845,1987,Female,Other,Other,No,Couple with no dependent children,More than 5 years,Metro
2846,1981,Female,Other,Other,No,Couple with no dependent children,More than 5 years,Regional
2847,1979,Male,Information Media and Telecommunications,Professionals - ICT Professionals,No,Couple with dependent children,More than 5 years,Metro
2848,1977,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with dependent children,Between 1 and 5 years,Metro
2849,1979,Male,Other Services,Managers - Specialist Managers,No,Couple with dependent children,More than 5 years,Metro
2850,1977,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Yes,One parent family with dependent children,More than 5 years,Metro
2851,1980,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
2852,2000,Female,Retail Trade,Other,No,Couple with dependent children,Between 6 and 12 months,Metro
2853,1977,Female,Health Care and Social Assistance,Other,Yes,Couple with dependent children,More than 5 years,Metro
2854,1981,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Regional
2855,1983,Female,Education and Training,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Metro
2856,1981,Male,Financial and Insurance,Other,Yes,One parent family with dependent children,More than 5 years,Metro
2857,1995,Female,Retail Trade,Other,No,Group household,Between 6 and 12 months,Metro
2858,1982,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",No,Single person,More than 5 years,Metro
2859,1978,Female,Other,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with no dependent children,More than 5 years,Metro
2860,1986,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2861,1979,Male,Information Media and Telecommunications,Other,Yes,Couple with dependent children,More than 5 years,Metro
2862,1985,Male,Financial and Insurance,Professionals - ICT Professionals,Yes,Couple with dependent children,Between 1 and 5 years,Metro
2863,1979,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,No,Couple with dependent children,More than 5 years,Metro
2864,1977,Male,Information Media and Telecommunications,Professionals - ICT Professionals,No,Couple with no dependent children,More than 5 years,Metro
2865,1981,Male,Other,Managers - Specialist Managers,Yes,Single person,More than 5 years,Metro
2866,1984,Female,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Metro
2867,1978,Female,Other,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,More than 5 years,Metro
2868,1981,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,One parent family with dependent children,More than 5 years,Metro
2869,1977,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",No,Single person,Between 1 and 5 years,Metro
2870,1977,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,One parent family with dependent children,More than 5 years,Regional
2871,1995,Female,Other Services,Other,No,One parent family with dependent children,Between 1 and 5 years,Metro
2872,1968,Male,Other,Other,No,Couple with no dependent children,Between 6 and 12 months,Metro
2873,1982,Male,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,Between 6 and 12 months,Metro
2874,1990,Female,Other,Professionals - Education Professionals,No,Couple with dependent children,Between 6 and 12 months,Metro
2875,1996,Female,Other,Other,No,Single person,Between 1 and 5 years,Metro
2876,1997,Female,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,Between 6 and 12 months,Metro
2877,1991,Male,Other,Other,No,Couple with no dependent children,Between 1 and 5 years,Metro
2878,1977,Male,Other,Managers - Specialist Managers,No,Couple with dependent children,Between 1 and 5 years,Metro
2879,1986,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,Yes,Couple with dependent children,More than 5 years,Metro
2880,1990,Female,Information Media and Telecommunications,Other,No,Couple with dependent children,More than 5 years,Metro
2881,1977,Female,Health Care and Social Assistance,Other,Yes,Couple with dependent children,More than 5 years,Metro
2882,1980,Male,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",Yes,Single person,More than 5 years,Metro
2883,1992,Male,Financial and Insurance,Other,No,Single person,Between 1 and 5 years,Metro
2884,1990,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,Between 1 and 5 years,Metro
2885,1986,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,Between 1 and 5 years,Metro
2886,1985,Female,Health Care and Social Assistance,Other,Yes,Single person,More than 5 years,Metro
2887,1991,Female,Education and Training,Professionals - Education Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
2888,1957,Female,Health Care and Social Assistance,Other,No,Single person,More than 5 years,Regional
2889,1985,Male,Information Media and Telecommunications,Professionals - ICT Professionals,No,Couple with no dependent children,Between 6 and 12 months,Metro
2890,1999,Female,Other,Other,No,Single person,Between 6 and 12 months,Metro
